date,total_visits,total_revenue,year,month,day_of_week,day_of_year,is_weekend,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_sum_7,rolling_mean_14,rolling_std_14,rolling_sum_14,rolling_mean_30,rolling_std_30,rolling_sum_30
2020-05-22,10,20348.72,2020,5,4,143,0,15.0,12.0,7.0,8.0,15.0,9.571428571428571,4.157609203101532,67.0,10.0,3.5734060459498145,140.0,9.933333333333334,4.233962302809153,298.0
2020-05-23,2,2404.4,2020,5,5,144,1,10.0,8.0,2.0,7.0,9.0,9.571428571428571,4.157609203101532,67.0,9.642857142857142,4.106414173294905,135.0,9.7,4.473292392364486,291.0
2020-05-24,9,21840.05,2020,5,6,145,1,2.0,15.0,8.0,9.0,10.0,9.714285714285714,4.11154008915907,68.0,9.642857142857142,4.106414173294905,135.0,9.666666666666666,4.474705409940066,290.0
2020-05-25,10,18552.42,2020,5,0,146,0,9.0,10.0,12.0,10.0,9.0,9.428571428571429,3.994043183589936,66.0,9.642857142857142,4.106414173294905,135.0,9.7,4.473292392364486,291.0
2020-05-26,20,50277.67,2020,5,1,147,0,10.0,2.0,12.0,11.0,7.0,10.571428571428571,5.652643713553966,74.0,10.285714285714286,4.952521835133335,144.0,10.133333333333333,4.819023605020722,304.0
2020-05-27,14,36193.27,2020,5,2,148,0,20.0,9.0,8.0,15.0,20.0,11.428571428571429,5.652643713553962,80.0,10.214285714285714,4.88606450772258,143.0,9.933333333333334,4.510014399650766,298.0
2020-05-28,13,39091.79,2020,5,3,149,0,14.0,10.0,15.0,14.0,8.0,11.142857142857142,5.4902511001644845,78.0,10.142857142857142,4.833491218843506,142.0,10.1,4.528454101757457,303.0
2020-05-29,13,25878.39,2020,5,4,150,0,13.0,20.0,10.0,7.0,16.0,11.571428571428571,5.503245795502364,81.0,10.571428571428571,4.799267343352208,148.0,10.0,4.425630677830168,300.0
2020-05-30,4,11521.970000000001,2020,5,5,151,1,13.0,14.0,2.0,2.0,14.0,11.857142857142858,4.9473417585801185,83.0,10.714285714285714,4.547671786894764,150.0,9.666666666666666,4.490091261904334,290.0
2020-05-31,6,13770.52,2020,5,6,152,1,4.0,13.0,9.0,8.0,3.0,11.428571428571429,5.3496773378445726,80.0,10.571428571428571,4.669282364796301,148.0,9.766666666666667,4.368250129674591,293.0
2020-06-01,15,22523.670000000002,2020,6,0,153,0,6.0,13.0,10.0,12.0,6.0,12.142857142857142,5.4598098693566195,85.0,10.785714285714286,4.806703194955514,151.0,10.066666666666666,4.409498629200301,302.0
2020-06-02,18,36791.49,2020,6,1,154,0,15.0,4.0,20.0,12.0,4.0,11.857142857142858,5.014265364224085,83.0,11.214285714285714,5.1765532255259625,157.0,10.533333333333333,4.485481047767883,316.0
2020-06-03,9,15358.75,2020,6,2,155,0,18.0,6.0,14.0,8.0,6.0,11.142857142857142,5.014265364224088,78.0,11.285714285714286,5.13552591013095,158.0,10.633333333333333,4.413797593388501,319.0
2020-06-04,19,36210.32,2020,6,3,156,0,9.0,15.0,13.0,15.0,11.0,12.0,5.830951894845312,84.0,11.571428571428571,5.459138924976883,162.0,10.9,4.670892995917395,327.0
2020-06-05,16,30592.239999999998,2020,6,4,157,0,19.0,18.0,13.0,10.0,18.0,12.428571428571429,6.023762469230871,87.0,12.0,5.560852175977788,168.0,10.833333333333334,4.579439307144043,325.0
2020-06-06,6,12408.53,2020,6,5,158,1,16.0,9.0,4.0,2.0,9.0,12.714285714285714,5.589105048046184,89.0,12.285714285714286,5.090391724817245,172.0,10.733333333333333,4.653017807041308,322.0
2020-06-07,6,11439.42,2020,6,6,159,1,6.0,19.0,6.0,9.0,8.0,12.714285714285714,5.589105048046184,89.0,12.071428571428571,5.29824768875791,169.0,10.666666666666666,4.707538586164717,320.0
2020-06-08,12,39524.75,2020,6,0,160,0,6.0,16.0,15.0,10.0,7.0,12.285714285714286,5.498917642417948,86.0,12.214285714285714,5.264957760493449,171.0,10.833333333333334,4.661532479504041,325.0
2020-06-09,15,50612.32,2020,6,1,161,0,12.0,6.0,18.0,20.0,9.0,11.857142857142858,5.08030745226349,83.0,11.857142857142858,4.849379704300694,166.0,11.033333333333333,4.708637209195026,331.0
2020-06-10,11,24669.92,2020,6,2,162,0,15.0,6.0,9.0,14.0,10.0,12.142857142857142,4.947341758580117,85.0,11.642857142857142,4.813556862687885,163.0,11.066666666666666,4.704607670500609,332.0
2020-06-11,14,39739.57,2020,6,3,163,0,11.0,12.0,19.0,13.0,11.0,11.428571428571429,4.07664661444278,80.0,11.714285714285714,4.842576736671234,164.0,11.166666666666666,4.73492769003761,335.0
2020-06-12,6,13322.279999999999,2020,6,4,164,0,14.0,15.0,16.0,13.0,15.0,10.0,3.9581140290126697,70.0,11.214285714285714,5.056276699898258,157.0,10.866666666666667,4.768671710765724,326.0
2020-06-13,4,5826.7699999999995,2020,6,5,165,1,6.0,11.0,6.0,4.0,14.0,9.714285714285714,4.347960660443256,68.0,11.214285714285714,5.056276699898258,157.0,10.533333333333333,4.890055590497999,316.0
2020-06-14,7,16035.28,2020,6,6,166,1,4.0,14.0,6.0,6.0,7.0,9.857142857142858,4.220133150686605,69.0,11.285714285714286,4.983489222940569,158.0,10.533333333333333,4.890055590497999,316.0
2020-06-15,17,36056.96,2020,6,0,167,0,7.0,6.0,12.0,15.0,2.0,10.571428571428571,4.9952358255022515,74.0,11.428571428571429,5.124815729734703,160.0,11.033333333333333,4.7523738774705215,331.0
2020-06-16,16,24441.440000000002,2020,6,1,168,0,17.0,4.0,15.0,18.0,8.0,10.714285714285714,5.154748157905367,75.0,11.285714285714286,4.952521835133338,158.0,11.3,4.800502847224106,339.0
2020-06-17,8,13731.65,2020,6,2,169,0,16.0,7.0,11.0,9.0,12.0,10.285714285714286,5.250850271282623,72.0,11.214285714285714,4.995052497276622,157.0,11.166666666666666,4.835809908512142,335.0
2020-06-18,13,32451.36,2020,6,3,170,0,8.0,17.0,14.0,19.0,12.0,10.142857142857142,5.145501965424822,71.0,10.785714285714286,4.509452831016729,151.0,11.2,4.845189580291504,336.0
2020-06-19,8,14276.130000000001,2020,6,4,171,0,13.0,16.0,6.0,16.0,8.0,10.428571428571429,4.928053803045834,73.0,10.214285714285714,4.299884997184334,143.0,11.2,4.845189580291504,336.0
2020-06-20,6,22003.56,2020,6,5,172,1,8.0,8.0,4.0,6.0,15.0,10.714285714285714,4.535573676110749,75.0,10.214285714285714,4.299884997184334,143.0,10.9,4.880291116246057,327.0
2020-06-21,5,8122.360000000001,2020,6,6,173,1,6.0,13.0,7.0,6.0,10.0,10.428571428571429,4.859943170351669,73.0,10.142857142857142,4.382783500104829,142.0,10.733333333333333,4.996090425545731,322.0
2020-06-22,10,33718.159999999996,2020,6,0,174,0,5.0,8.0,17.0,12.0,2.0,9.428571428571429,3.909694909544036,66.0,10.0,4.350066312491897,140.0,11.0,4.719731143716277,330.0
2020-06-23,18,39448.56,2020,6,1,175,0,10.0,6.0,16.0,15.0,9.0,9.714285714285714,4.498677054212214,68.0,10.214285714285714,4.676924884325843,143.0,11.3,4.871804876903481,339.0
2020-06-24,15,21222.78,2020,6,2,176,0,18.0,5.0,8.0,11.0,10.0,10.714285714285714,4.820590756130978,75.0,10.5,4.847679857416323,147.0,11.466666666666667,4.911164854684163,344.0
2020-06-25,15,28752.5,2020,6,3,177,0,15.0,10.0,13.0,14.0,20.0,11.0,5.033222956847186,77.0,10.571428571428571,4.910182288865664,148.0,11.3,4.691518392544792,339.0
2020-06-26,14,31403.61,2020,6,4,178,0,15.0,18.0,8.0,6.0,14.0,11.857142857142858,4.9473417585801185,83.0,11.142857142857142,4.801556524185154,156.0,11.3,4.691518392544792,339.0
2020-06-27,5,9772.11,2020,6,5,179,1,14.0,15.0,6.0,4.0,13.0,11.714285714285714,5.154748157905362,82.0,11.214285714285714,4.693343427395068,157.0,11.033333333333333,4.817234385665351,331.0
2020-06-28,7,8878.26,2020,6,6,180,1,5.0,15.0,5.0,7.0,13.0,12.0,4.760952285695248,84.0,11.214285714285714,4.693343427395068,157.0,10.833333333333334,4.85715493092287,325.0
2020-06-29,14,31072.08,2020,6,0,181,0,7.0,14.0,10.0,17.0,4.0,12.571428571428571,4.720774754816671,88.0,11.0,4.472135954999573,154.0,11.166666666666666,4.71302914038952,335.0
2020-06-30,11,20148.21,2020,6,1,182,0,14.0,5.0,18.0,16.0,6.0,11.571428571428571,4.07664661444278,81.0,10.642857142857142,4.235511827342757,149.0,11.333333333333334,4.611330373774125,340.0
2020-07-01,16,37059.99,2020,7,2,183,0,11.0,7.0,15.0,8.0,15.0,11.714285714285714,4.231401884099649,82.0,11.214285714285714,4.3884213287059985,157.0,11.366666666666667,4.642259655883494,341.0
2020-07-02,17,40440.49,2020,7,3,184,0,16.0,14.0,15.0,13.0,18.0,12.0,4.546060565661968,84.0,11.5,4.636809247747848,161.0,11.333333333333334,4.596350376288677,340.0
2020-07-03,17,30802.07,2020,7,4,185,0,17.0,11.0,14.0,8.0,9.0,12.428571428571429,4.894116973712528,87.0,12.142857142857142,4.737041317062839,170.0,11.6,4.6874741378596765,348.0
2020-07-04,8,18340.8,2020,7,5,186,1,17.0,16.0,5.0,6.0,19.0,12.857142857142858,4.220133150686587,90.0,12.285714285714286,4.564555272440551,172.0,11.233333333333333,4.51574512378504,337.0
2020-07-05,4,9033.22,2020,7,6,187,1,8.0,17.0,7.0,5.0,16.0,12.428571428571429,4.995235825502243,87.0,12.214285714285714,4.693343427395072,171.0,10.833333333333334,4.609460536416539,325.0
2020-07-06,14,34735.64,2020,7,0,188,0,4.0,17.0,14.0,10.0,6.0,12.428571428571429,4.995235825502243,87.0,12.5,4.6698706949649385,175.0,11.1,4.551240831185285,333.0
2020-07-07,15,29509.14,2020,7,1,189,0,14.0,8.0,11.0,18.0,6.0,13.0,5.033222956847175,91.0,12.285714285714286,4.462296260008731,172.0,11.4,4.499808425040873,342.0
2020-07-08,10,24456.37,2020,7,2,190,0,15.0,4.0,16.0,15.0,12.0,12.142857142857142,4.947341758580118,85.0,11.928571428571429,4.428305557421495,167.0,11.333333333333334,4.505424572081138,340.0
2020-07-09,8,30368.17,2020,7,3,191,0,10.0,14.0,17.0,15.0,15.0,10.857142857142858,4.634241089562636,76.0,11.428571428571429,4.449966045061217,160.0,11.1,4.490219255840086,333.0
2020-07-10,10,25215.68,2020,7,4,192,0,8.0,15.0,17.0,14.0,11.0,9.857142857142858,3.7606990231680877,69.0,11.142857142857142,4.400299690093542,156.0,11.066666666666666,4.494696747342869,332.0
2020-07-11,3,11168.49,2020,7,5,193,1,10.0,10.0,8.0,5.0,14.0,9.142857142857142,4.5617456975947395,64.0,11.0,4.640954808922566,154.0,10.7,4.691518392544789,321.0
2020-07-12,6,11502.02,2020,7,6,194,1,3.0,8.0,4.0,7.0,6.0,9.428571428571429,4.237025012007982,66.0,10.928571428571429,4.714368963633911,153.0,10.7,4.691518392544789,321.0
2020-07-13,14,40692.38,2020,7,0,195,0,6.0,10.0,14.0,14.0,4.0,9.428571428571429,4.237025012007982,66.0,10.928571428571429,4.714368963633911,153.0,11.033333333333333,4.552250927370653,331.0
2020-07-14,10,23189.23,2020,7,1,196,0,14.0,3.0,15.0,11.0,7.0,8.714285714285714,3.498298906339418,61.0,10.857142857142858,4.720774754816653,152.0,11.133333333333333,4.493162110043024,334.0
2020-07-15,14,32546.78,2020,7,2,197,0,10.0,6.0,10.0,16.0,17.0,9.285714285714286,4.029651999626709,65.0,10.714285714285714,4.581376538662909,150.0,11.033333333333333,4.390297557532747,331.0
2020-07-16,18,44249.909999999996,2020,7,3,198,0,14.0,14.0,8.0,17.0,16.0,10.714285714285714,5.122313465427068,75.0,10.785714285714286,4.693343427395067,151.0,11.1,4.482533150828414,333.0
2020-07-17,8,26365.93,2020,7,4,199,0,18.0,10.0,10.0,17.0,8.0,10.428571428571429,5.223572942509229,73.0,10.142857142857142,4.3827835001048285,142.0,11.1,4.482533150828414,333.0
2020-07-18,7,11791.65,2020,7,5,200,1,8.0,14.0,3.0,8.0,13.0,11.0,4.434711565216713,77.0,10.071428571428571,4.428305557421488,141.0,10.9,4.528454101757461,327.0
2020-07-19,3,2495.39,2020,7,6,201,1,7.0,18.0,6.0,4.0,8.0,10.571428571428571,5.094347941825448,74.0,10.0,4.5404167887303615,140.0,10.733333333333333,4.72654523780925,322.0
2020-07-20,10,24668.84,2020,7,0,202,0,3.0,8.0,14.0,14.0,6.0,10.0,4.8648398397755015,70.0,9.714285714285714,4.392801304031768,136.0,10.866666666666667,4.644116287514112,326.0
2020-07-21,13,31883.6,2020,7,1,203,0,10.0,7.0,10.0,15.0,5.0,10.428571428571429,4.995235825502254,73.0,9.571428571428571,4.237457251234973,134.0,11.133333333333333,4.523755941260735,334.0
2020-07-22,13,25003.36,2020,7,2,204,0,13.0,3.0,14.0,10.0,10.0,10.285714285714286,4.8892496259407885,72.0,9.785714285714286,4.335516497108874,137.0,11.233333333333333,4.530991619664631,337.0
2020-07-23,17,38429.340000000004,2020,7,3,205,0,13.0,10.0,18.0,8.0,18.0,10.142857142857142,4.63424108956264,71.0,10.428571428571429,4.702115493040345,146.0,11.2,4.482917769058203,336.0
2020-07-24,11,20220.28,2020,7,4,206,0,17.0,13.0,8.0,10.0,15.0,10.571428571428571,4.5408201482824495,74.0,10.5,4.7026997156297945,147.0,11.066666666666666,4.425111207122612,332.0
2020-07-25,5,10060.29,2020,7,5,207,1,11.0,13.0,7.0,3.0,15.0,10.285714285714286,4.855041562276147,72.0,10.642857142857142,4.482566964743141,149.0,10.733333333333333,4.494696747342866,322.0
2020-07-26,5,8333.369999999999,2020,7,6,208,1,5.0,17.0,3.0,6.0,14.0,10.571428571428571,4.3915503282684245,74.0,10.571428571428571,4.56936766731687,148.0,10.433333333333334,4.5688852736392915,313.0
2020-07-27,15,42072.06,2020,7,0,209,0,5.0,11.0,10.0,14.0,5.0,11.285714285714286,4.680252333449777,79.0,10.642857142857142,4.634438690717778,149.0,10.766666666666667,4.523374795462976,323.0
2020-07-28,16,42245.46,2020,7,1,210,0,15.0,5.0,13.0,10.0,7.0,11.714285714285714,4.990467102863424,82.0,11.071428571428571,4.843144015620836,155.0,11.066666666666666,4.563221286081464,332.0
2020-07-29,10,20205.11,2020,7,2,211,0,16.0,5.0,13.0,14.0,14.0,11.285714285714286,4.990467102863426,79.0,10.785714285714286,4.7745893327807,151.0,10.933333333333334,4.532893825888871,328.0
2020-07-30,15,30339.88,2020,7,3,212,0,10.0,15.0,17.0,18.0,11.0,11.0,4.654746681256334,77.0,10.571428571428571,4.484405212499206,148.0,11.066666666666666,4.59334851439693,332.0
2020-07-31,15,28645.879999999997,2020,7,4,213,0,15.0,16.0,11.0,8.0,16.0,11.571428571428571,4.894116973712531,81.0,11.071428571428571,4.565157099231012,155.0,11.033333333333333,4.559819516492769,331.0
2020-08-01,7,16599.43,2020,8,5,214,1,15.0,10.0,5.0,7.0,17.0,11.857142857142858,4.4880794492585885,83.0,11.071428571428571,4.565157099231012,155.0,10.7,4.473292392364492,321.0
2020-08-02,10,29458.8,2020,8,6,215,1,7.0,15.0,5.0,3.0,17.0,12.571428571428571,3.5050983275386685,88.0,11.571428571428571,3.9557997482622436,162.0,10.466666666666667,4.313038238941841,314.0
2020-08-03,10,15674.460000000001,2020,8,0,216,0,10.0,15.0,15.0,10.0,8.0,11.857142857142858,3.4364987719369178,83.0,11.571428571428571,3.9557997482622436,162.0,10.533333333333333,4.288986162119248,316.0
2020-08-04,11,22012.760000000002,2020,8,1,217,0,10.0,7.0,16.0,13.0,4.0,11.142857142857142,2.9113897843110355,78.0,11.428571428571429,3.9363060722593044,160.0,10.766666666666667,4.107884205242158,323.0
2020-08-05,15,41686.1,2020,8,2,218,0,11.0,10.0,10.0,13.0,14.0,11.857142857142858,3.184785258515443,83.0,11.571428571428571,4.032832288074505,162.0,10.8,4.138965387963332,324.0
2020-08-06,15,44083.0,2020,8,3,219,0,15.0,10.0,15.0,17.0,15.0,11.857142857142858,3.184785258515443,83.0,11.428571428571429,3.857346351978372,160.0,10.8,4.138965387963332,324.0
2020-08-07,19,49960.520000000004,2020,8,4,220,0,15.0,11.0,15.0,11.0,10.0,12.428571428571429,4.076646614442772,87.0,12.0,4.350066312491905,168.0,11.1,4.397099357374192,333.0
2020-08-08,4,4446.8099999999995,2020,8,5,221,1,19.0,15.0,7.0,5.0,8.0,12.0,4.830458915396493,84.0,11.928571428571429,4.480114794447634,167.0,10.966666666666667,4.552250927370653,329.0
2020-08-09,10,15522.16,2020,8,6,222,1,4.0,15.0,10.0,5.0,10.0,12.0,4.830458915396493,84.0,12.285714285714286,4.065399430249449,172.0,10.966666666666667,4.552250927370653,329.0
2020-08-10,15,33718.73,2020,8,0,223,0,10.0,19.0,10.0,15.0,3.0,12.714285714285714,4.855041562276131,89.0,12.285714285714286,4.065399430249449,172.0,11.366666666666667,4.3508487743739295,341.0
2020-08-11,7,18919.14,2020,8,1,224,0,15.0,4.0,11.0,16.0,6.0,12.142857142857142,5.304984179322052,85.0,11.642857142857142,4.143709650823722,163.0,11.4,4.311972106620789,342.0
2020-08-12,13,24360.38,2020,8,2,225,0,7.0,10.0,15.0,10.0,14.0,11.857142857142858,5.177791402666194,83.0,11.857142857142858,4.129763317061287,166.0,11.366666666666667,4.295011808689409,341.0
2020-08-13,18,45969.65,2020,8,3,226,0,13.0,15.0,15.0,15.0,10.0,12.285714285714286,5.589105048046186,86.0,12.071428571428571,4.3758829564273825,169.0,11.633333333333333,4.452688713755888,349.0
2020-08-14,9,27919.95,2020,8,4,227,0,18.0,7.0,19.0,15.0,14.0,10.857142857142858,4.810702354423659,76.0,11.642857142857142,4.360789322643723,163.0,11.466666666666667,4.454624356881218,344.0
2020-08-15,6,18175.82,2020,8,5,228,1,9.0,13.0,4.0,7.0,18.0,11.142857142857142,4.375255094603894,78.0,11.571428571428571,4.449966045061219,162.0,11.066666666666666,4.385975559575686,332.0
2020-08-16,4,7529.47,2020,8,6,229,1,6.0,18.0,10.0,10.0,8.0,10.285714285714286,5.15474815790537,72.0,11.142857142857142,4.881001518559054,156.0,10.933333333333334,4.54049468164239,328.0
2020-08-17,18,39513.31,2020,8,0,230,0,4.0,9.0,15.0,10.0,7.0,10.714285714285714,5.70713838726807,75.0,11.714285714285714,5.195094897016895,164.0,11.3,4.654623211537016,339.0
2020-08-18,16,39696.58,2020,8,1,231,0,18.0,6.0,7.0,11.0,3.0,12.0,5.74456264653804,84.0,12.071428571428571,5.312746439015768,169.0,11.733333333333333,4.456172266011234,352.0
2020-08-19,13,27953.76,2020,8,2,232,0,16.0,4.0,13.0,15.0,10.0,12.0,5.74456264653804,84.0,11.928571428571429,5.25451140543915,167.0,11.833333333333334,4.449589933321105,355.0
2020-08-20,12,31001.17,2020,8,3,233,0,13.0,18.0,18.0,15.0,13.0,11.142857142857142,5.113008619478098,78.0,11.714285714285714,5.180266869106728,164.0,11.8,4.4442911850970015,354.0
2020-08-21,11,23918.71,2020,8,4,234,0,12.0,16.0,9.0,19.0,13.0,11.428571428571429,5.028490259085171,80.0,11.142857142857142,4.737041317062836,156.0,11.733333333333333,4.440668894421755,352.0
2020-08-22,17,33820.95,2020,8,5,235,1,11.0,13.0,6.0,4.0,17.0,13.0,4.760952285695241,91.0,12.071428571428571,4.497251908140651,169.0,11.733333333333333,4.440668894421755,352.0
2020-08-23,3,5904.45,2020,8,6,236,1,17.0,12.0,4.0,10.0,11.0,12.857142857142858,5.080307452263484,90.0,11.571428571428571,5.094707445579573,162.0,11.466666666666667,4.7177824519966665,344.0
2020-08-24,6,16930.54,2020,8,0,237,0,3.0,11.0,18.0,15.0,5.0,11.142857142857142,5.080307452263495,78.0,10.928571428571429,5.195623686768072,153.0,11.5,4.673845053722551,345.0
2020-08-25,6,23447.969999999998,2020,8,1,238,0,6.0,17.0,16.0,7.0,5.0,9.714285714285714,4.889249625940793,68.0,10.857142857142858,5.26025946796635,152.0,11.533333333333333,4.629242384826175,346.0
2020-08-26,14,27903.170000000002,2020,8,2,239,0,6.0,3.0,13.0,13.0,15.0,9.857142857142858,5.014265364224096,69.0,10.928571428571429,5.29824768875791,153.0,11.5,4.606966239406834,345.0
2020-08-27,17,35995.08,2020,8,3,240,0,14.0,6.0,12.0,18.0,16.0,10.571428571428571,5.682051943243261,74.0,10.857142857142858,5.201436826007312,152.0,11.533333333333333,4.644116287514115,346.0
2020-08-28,13,22600.21,2020,8,4,241,0,17.0,6.0,11.0,9.0,10.0,10.857142857142858,5.756983337031413,76.0,11.142857142857142,5.201436826007312,156.0,11.633333333333333,4.642259655883495,349.0
2020-08-29,8,22276.87,2020,8,5,242,1,13.0,14.0,17.0,6.0,15.0,9.571428571428571,5.126959555693273,67.0,11.285714285714286,5.075257802145791,158.0,11.4,4.643126176365987,342.0
2020-08-30,3,7638.5599999999995,2020,8,6,243,1,8.0,17.0,3.0,4.0,15.0,9.571428571428571,5.126959555693273,67.0,11.214285714285714,5.191391860623644,157.0,11.0,4.83521564615555,330.0
2020-08-31,9,31793.69,2020,8,0,244,0,3.0,13.0,6.0,18.0,7.0,10.0,4.898979485566382,70.0,10.571428571428571,4.831217169685015,148.0,11.066666666666666,4.791755371492761,332.0
2020-09-01,11,28319.25,2020,9,1,245,0,9.0,8.0,6.0,16.0,10.0,10.714285714285714,4.572172558506745,75.0,10.214285714285714,4.5771770176113336,143.0,11.1,4.787555707787875,333.0
2020-09-02,16,28042.800000000003,2020,9,2,246,0,11.0,3.0,14.0,13.0,10.0,11.0,4.864839839775494,77.0,10.428571428571429,4.783212401631441,146.0,11.3,4.8647217023565865,339.0
2020-09-03,7,15689.48,2020,9,3,247,0,16.0,9.0,17.0,12.0,11.0,9.571428571428571,4.237025012007982,67.0,10.071428571428571,4.843144015620832,141.0,11.166666666666666,4.9276372832628565,335.0
2020-09-04,6,10683.93,2020,9,4,248,0,7.0,11.0,13.0,11.0,15.0,8.571428571428571,4.117326918327145,60.0,9.714285714285714,4.952521835133334,136.0,10.866666666666667,4.960070448146332,326.0
2020-09-05,6,21181.72,2020,9,5,249,1,6.0,16.0,8.0,17.0,15.0,8.285714285714286,4.231401884099675,58.0,8.928571428571429,4.565157099231003,125.0,10.566666666666666,4.973608509844259,317.0
2020-09-06,6,17239.440000000002,2020,9,6,250,1,6.0,7.0,3.0,3.0,19.0,8.714285714285714,3.7289089429432636,61.0,9.142857142857142,4.329809781878719,128.0,10.133333333333333,4.775897340008332,304.0
2020-09-07,13,24894.33,2020,9,0,251,0,6.0,6.0,9.0,6.0,4.0,9.285714285714286,4.070801956792897,65.0,9.642857142857142,4.343113786517374,135.0,10.433333333333334,4.658572619437689,313.0
2020-09-08,12,15377.73,2020,9,1,252,0,13.0,6.0,11.0,6.0,10.0,9.428571428571429,4.157609203101535,66.0,10.071428571428571,4.251050290390423,141.0,10.5,4.666461407636984,315.0
2020-09-09,19,45316.46,2020,9,2,253,0,12.0,6.0,16.0,14.0,15.0,9.857142857142858,5.014265364224096,69.0,10.428571428571429,4.783212401631442,146.0,10.633333333333333,4.852893437181936,319.0
2020-09-10,19,43630.14,2020,9,3,254,0,19.0,13.0,7.0,17.0,7.0,11.571428571428571,5.855400437691212,81.0,10.571428571428571,5.018646549301229,148.0,11.033333333333333,5.034250506373256,331.0
2020-09-11,11,17720.83,2020,9,4,255,0,19.0,12.0,6.0,13.0,13.0,12.285714285714286,5.345224838248497,86.0,10.428571428571429,4.972451580988463,146.0,10.966666666666667,5.0205325540660155,329.0
2020-09-12,6,14845.59,2020,9,5,256,1,11.0,19.0,6.0,8.0,18.0,12.285714285714286,5.345224838248497,86.0,10.285714285714286,5.075257802145788,144.0,10.566666666666666,4.917830565530313,317.0
2020-09-13,4,10748.98,2020,9,6,257,1,6.0,19.0,6.0,3.0,9.0,12.0,5.773502691896268,84.0,10.357142857142858,4.970793820788702,145.0,10.4,5.055553450380581,312.0
2020-09-14,10,20754.420000000002,2020,9,0,258,0,4.0,11.0,13.0,9.0,6.0,11.571428571428571,5.798193478924946,81.0,10.428571428571429,4.956957592256415,146.0,10.533333333333333,4.987801210908476,316.0
